RegulationId,RegistarId,Naslov,Vazenje,Dario_StupanjeNaSnagu,Dario_DatumPrimjene,Rezultati,,
4151,4835,"Naputak o ostvarivanju carinskih i poreznih osloboé?enja temeljem éçlanka 13. Dodatka A Okvirnog sporazuma izmeé?u Europske komisije i Vlade Republike Hrvatske u svezi sudjelovanja Republike Hrvatske u programima pomoé?i Europske zajednice, te éçlanka 25. stavak (1) toéçka e) i éçlanka 26. stavak (2) toéçke b) i d) Okvirnog sporazuma izmeé?u Vlade Republike Hrvatske i Komisije europskih zajednica o pravilima za suradnju u svezi financijske pomoé?i Europske zajednice Republici Hrvatskoj u provedbi pomoé?i u okviru Instrumenta pretpristupne pomoé?i (IPA)","Naputak stupa na snagu 9. 4. 2008.<br/>
Prestaje vaè?iti Naputak o ostvarivanju carinskih i poreznih osloboé?enja temeljem éçlanka 13. Dodatka A Okvirnog sporazuma izmedu Europske komisije i Vlade Republike Hrvatske u svezi sudjelovanja Republike Hrvatske u programima pomoé?i Europske zajednice (?ØNarodne novine?Æ, br. 110/2003).",09.04.2008,,1,,
4153,4837,Uredba o Carinskoj tarifi za 2009. godinu,Uredba stupa na snagu 1. 1. 2009. godine,01.01.2009,,1,,
4166,4851,Odluka o boji i oznakama sluè?bene odore ovlaè≠tenih osoba carinske sluè?be Hrvatske,Odluka stupa na snagu 13. 7. 1994.,13.07.1994,,1,,
4170,4855,Pravilnik o provedbi mjera zaè≠tite od ionizirajué?ih zraéçenja s programom osiguranja i odrè?avanja kakvoé?e zaè≠tite te planom mjera za sprjeéçavanje i otklanjanje posljedica izvanrednog dogaé?aja u Carinskoj upravi,Pravilnik stupa na snagu 15. 10. 2002.,15.10.2002,,1,,
4171,4856,"Pravilnik o programu i naéçinu struéçnog osposobljavanja i usavrè≠avanja sluè?benika Ministarstva financija, Carinske uprave","Pravilnik stupa na snagu 25. 1. 2007.<br/>
Prestaje vaè?iti Pravilnik o struéçnom osposobljavnju djelatnika u carinskoj sluè?bi (?ØNarodne novine?Æ, br. 41/92).",25.01.2007,,1,,
4172,4857,"Kodeks profesionalne etike sluè?benika Ministarstva financija, Carinske uprave",Kodeks stupa na snagu 19. 12. 2006.,19.12.2006,,1,,
4286,4973,Zakon o slobodnim zonama,"Zakon stupa na snagu 13. 6. 1996.<br/>
Prestaje vaè?iti Zakon o slobodnim zonama (Narodne novine, br. 53A/91, 94/93. i 25/96.)<br/>
Prestaje vaè?iti Pravilnik o naéçinu plaé?anja naknade za koncesiju za slobodne zone (Narodne novine, br. 19/14.) - vidi: éçl. 7. Zakona o izmjenama Zakona o slobodnim zonama - Nar. novine, br. 58/20.",13.06.1996,,1,,
4287,4974,Odluka o davanju suglasnosti Luéçkoj upravi Rijeka za osnivanje Slobodne zone luke Rijeka,Odluka stupa na snagu 19. 6. 1997.,19.06.1997,,1,,
4288,4975,Odluka o davanju suglasnosti Luéçkoj upravi Split za osnivanje Slobodne zone luke Split,Odluka stupa na snagu 10. 12. 1998.,10.12.1998,,1,,
4289,4976,Odluka o davanju suglasnosti Luéçkoj upravi Pula za osnivanje Slobodne zone luke Pula,Odluka stupa na snagu 11. 3. 1999.,11.03.1999,,1,,
4290,4977,Odluka o davanju suglasnosti Luéçkoj upravi Ploéçe za osnivanje Slobodne zone luke Ploéçe,Odluka stupa na snagu 9. 12. 1999.,09.12.1999,,1,,
4299,4986,"Odluka o preuzimanju obveza plaé?anja sudskih pristojbi za umirovljenike koji su podnijeli tuè?bu Upravnom sudu Republike Hrvatske protiv Republiéçkog fonda mirovinskog i invalidskog osiguranja radnika Hrvatske, zbog nedonoè≠enja rjeè≠enja o zahtjevu za usklaé?ivanje mirovina",Odluka stupa na snagu 6. 3. 2002.,06.03.2002,,1,,
4300,4987,Zakon o javnobiljeè?niéçkim pristojbama,Zakon stupa na snagu 18. 10. 1994.,18.10.1994,,1,,
4301,4988,Naputak o izdavanju potvrde o imovnom stanju,"Naputak stupa na snagu 25. 11. 1995. <br/>
Prestaje vaè?iti Uputstvo o izdavanju uvjerenja o imovnom stanju (Narodne novine, br. 35/87).
",25.11.1995,,1,,
4303,4990,Zakon o doprinosima,Zakon stupa na snagu 1. 1. 2009.,01.01.2009,,1,,
4306,4996,Naputak o naéçinu postupanja u radnjama usklaé?ivanja duga i kriterijima za utvré?ivanje broja mjeseéçnih rata za otplatu duga s osnova doprinosa za obvezna osiguranja nastalog po osnovi osiguranja pomoraca,Naputak stupa na snagu 10. 12. 2007.,10.12.2007,,1,,
4313,5007,Drè?avni proraéçun Republike Hrvatske za 2009. godinu,Drè?avni proraéçun stupa na snagu 1. 1. 2009. godine.,01.01.2009,,1,,
4314,5008,Odluka o davanju suglasnosti na Financijski plan Hrvatskih voda za 2009. godinu,Odluka stupa na snagu 20. 12. 2008.,20.12.2008,,1,,
4315,5009,Odluka o davanju suglasnosti na Financijski plan Hrvatskih cesta za 2009. godinu,Odluka stupa na snagu 20. 12. 2008.,20.12.2008,,1,,
4316,5010,Odluka o davanju suglasnosti na Financijski plan Drè?avne agencije za osiguranje è≠tednih uloga i sanaciju banaka za 2009. godinu,Odluka stupa na snagu 20. 12. 2008.,20.12.2008,,1,,
4318,5012,Odluka o davanju suglasnosti na Financijski plan Fonda za zaè≠titu okoliè≠a i energetsku uéçinkovitost za 2009. godinu,Odluka stupa na snagu 20. 12. 2008.,20.12.2008,,1,,
4319,5013,Odluka o davanju suglasnosti na Financijski plan Fonda za zaè≠titu okoliè≠a i energetsku uéçinkovitost za 2009. godinu,Odluka stupa na snagu 20. 12. 2008.,20.12.2008,,1,,
4320,5014,Zakon o izvrè≠avanju Drè?avnog proraéçuna Republike Hrvatske za 2009. godinu,Zakon stupa na sagu stupa na snagu 1. 1. 2009.,01.01.2009,,1,,
4321,5015,"Odluka o zaduè?enju Republike Hrvatske kod Chase Manhattan Bank (financiranje proraéçuna 1999., rok otplate do 14 god.)",Odluka stupa na snagu 10. 6. 1999.,10.06.1999,,1,,
4325,5019,"Odluka o izdavanju obveznica Republike Hrvatske uz plasman na domaé?em trè?iè≠tu kapitala u kunskoj protuvrijednosti iznosa od EUR 150.000.000,00 (dospijeé?e 23. V. 2012.)",Odluka stupa na snagu 16. 5. 2002.,16.05.2002,,1,,
4326,5020,"Odluka o izdavanju obveznica Republike Hrvatske uz plasman na domaé?em trè?iè≠tu kapitala u kunskoj protuvrijednosti iznosa od EUR 150.000.000,00 (dospijeé?e 23. V. 2012.)",Odluka stupa na snagu 19. 9. 2002.,19.09.2002,,1,,
4327,5021,Odluka o reguliranju otplate zajma Svjetske banke za hitnu obnovu (3760-HR) i kredita Hrvatske banke za obnovu i razvitak koriè≠tenih za obnovu ratom oè≠teé?enih objekata komunalne i vodnogospodarske infrastrukture (otplata do 1. I. 2012.),Odluka stupa na snagu 31. 10. 2002.,31.10.2002,,1,,
4328,5022,"Odluka o izdavanju obveznica Republike Hrvatske uz plasman na domaé?em trè?iè≠tu kapitala u kunskoj protuvrijednosti iznosa od EUR 200.000.000,00 (dospijeé?e 23. V. 2012.)",Odluka stupa na snagu 23. 1.  2003.,23.01.2003,,1,,
4330,5024,"Odluka o izdavanju obveznica Republike Hrvatske u iznosu od JPY 25.000.000.000,00 (dospijeé?e 26. VI. 2009.)",Odluka stupa na snagu 29. 5. 2003.,29.05.2003,,1,,
4331,5025,Odluka o izdavanju obveznica Republike Hrvatske uz plasman na domaé?em trè?iè≠tu kapitala u kunskoj protuvrijednosti iznosa od EUR 200.000.000.00 (dospijeé?e 10. II. 2014.),Odluka stupa na snagu 3. 2. 2004.,03.02.2004,,1,,
4332,5026,"Odluka o izdavanju obveznica Republike Hrvatske uz plasman na domaé?em trè?iè≠tu kapitala, u kunskoj protuvrijednosti iznosa od EUR 150.000.000,00 (dospijeé?e 10. II. 2014.)",Odluka stupa na snagu 5. 7. 2007.,05.07.2007,,1,,
4334,5028,"Odluka o izdavanju obveznica Republike Hrvatske uz plasman na domaé?em trè?iè≠tu kapitala u kunskoj protuvrijednosti iznosa od EUR 300.000.000,00 (dospijeé?e 10. II. 2014.)",Odluka stupa na snagu 17. 9. 2004.,17.09.2004,,1,,
4335,5029,"Odluka o izdavanju obveznica Republike Hrvatske uz plasman na domaé?em trè?iè≠tu kapitala u kunskoj protuvrijednosti iznosa od EUR 200.000.000,00 (dospijeé?e 29. XI. 2019.)",Odluka stupa na snagu 25. 11. 2004.,25.11.2004,,1,,
4336,5030,"Odluka o izdavanju obveznica Republike Hrvatske uz plasman na domaé?em trè?iè≠tu kapitala u iznosu od 3.000.000.000,00 kuna (dospijeé?e 8. III. 2010.)",Odluka stupa na snagu 20. 1. 2005.,20.01.2005,,1,,
4337,5031,"Odluka o zaduè?ivanju Republike Hrvatske deviznim kreditom sindiciranim kod domaé?ih banaka u iznosu od 500.000.000,00 EUR (dospijeé?e 31. III. 2010.)","Odluka stupa na snagu 18. 3. 2005.

",18.03.2005,,1,,
4338,5032,"Odluka o izdavanju obveznica Republike Hrvatske uz plasman na domaé?em trè?iè≠tu kapitala u kunskoj protuvrijednosti iznosa od EUR 350.000.000,00 (dospijeé?e 14. VII. 2015.)",Odluka stupa na snagu 8. 7. 2005.,08.07.2005,,1,,
4339,5033,"Odluka o izdavanju obveznica Republike Hrvatske uz plasman na domaé?em trè?iè≠tu kapitala u iznosu od 3.500.000.000,00 kuna (dospijeé?e 15. XII. 2015.)",Odluka stupa na snagu 8. 12. 2005.,08.12.2005,,1,,
4340,5034,"Odluka o izdavanju obveznica Republike Hrvatske uz plasman na domaé?em trè?iè≠tu kapitala u iznosu od 2.000.000.000,00 kuna (dospijeé?e 15. XII. 2015.)",Odluka stupa na snagu 9. 2. 2006.,09.02.2006,,1,,
4341,5035,"Odluka o izdavanju obveznica Republike Hrvatske uz plasman na domaé?em trè?iè≠tu kapitala u iznosu od 2.500.000.000,00 kuna (dospijeé?e 11. VII. 2013.)",Odluka stupa na snagu 6. 7. 2006.,06.07.2006,,1,,
4342,5036,"Odluka o izdavanju obveznica Republike Hrvatske uz plasman na domaé?em trè?iè≠tu kapitala u iznosu od 1.500.000.000,00 kuna (dospijeé?e 11. VII. 2013.)",Odluka stupa na snagu 7. 11. 2006.,07.11.2006,,1,,
4344,5038,"Odluka o izdavanju obveznica Republike Hrvatske, uz plasman na domaé?em trè?iè≠tu kapitala, u iznosu od 2.500.000.000,00 kuna (dospijeé?e 8. II. 2017.)",Odluka stupa na snagu 1. 2. 2007.,01.02.2007,,1,,
4345,5039,"Odluka o izdavanju obveznica Republike Hrvatske uz plasman na domaé?em trè?iè≠tu kapitala, u iznosu od 3.000.000.000,00 kuna (dospijeé?e 8. II. 2017.)",Odluka stupa na snagu 5. 7. 2007.,05.07.2007,,1,,
4347,5041,Odluka o zaduè?ivanju Republike Hrvatske deviznim kreditom sindiciranim kod domaé?ih banaka u iznosu od 760.000.000 EUR-a (dospijeé?e 30. lipnja 2013.), Odluka stupa na snagu 21. 5. 2008.,21.05.2008,,1,,
4348,5042,Odluka o zaduè?enosti odreé?enih poduzeé?a,Odluka stupa na snagu 24. 7. 1997.,24.07.1997,,1,,
4349,5043,Zakon o naéçinu i uvjetima podmirivanja obveza po kreditima meé?unarodnih financijskih organizacija odobrenim korisnicima iz Republike Hrvatske,"Zakon stupa na snagu 3. 12. 1993.<br/>
Prestaje vaè?iti Uredba o naéçinu i uvjetima podmirivanja obveza po kreditima meé?unarodnih financijskih organizacija odobrenim korisnicima iz Republike Hrvatske (Narodne novine, br. 86/92) i stavlja se van snage toéçka 4. Uredbe o nastavljanju vaè?enja pravnoga sadrè?aja i uéçinka odredenih uredbi Vlade Republike Hrvatske na temelju zakonske ovlasti (Narodne novine, br. 100/93).",03.12.1993,,1,,
4350,5044,Zakon o preuzimanju dijela duga po Novom financijskom sporazumu iz 1988. godine te o izdavanju obveznica Republike Hrvatske radi zamjene toga duga (od 1996. do 2010.),"Zakon stupa na snagu 24. 10. 1996.<br/>
Ukida se Uredba o izdavanju obveznica Republike Hrvatske radi zamjene dijela duga koji preuzima Republika Hrvatska po Novom financijskom sporazumu iz 1988. (Narodne novine, br. 64/96) kojom je do donoè≠enja ovoga Zakona omogué?eno izdavanje obveznica radi zamjene duga.",24.10.1996,,1,,
4351,5045,Upute o postupku registracije obveza po Zakonu o preuzimanju dijela duga po Novom financijskom sporazumu iz 1988. godine te o izdavanju obveznica Republike Hrvatske radi zamjene tog duga,Upute stupaju na snagu 23. 4. 1997.,23.04.1997,,1,,
4352,5046,Zakon o naéçinu i uvjetima podmirivanja obveza po kreditima i drugim poslovima iz sporazuma s vladama éçlanicama Pariè≠kog kluba (od 1996. do 2009. godine),Zakon stupa na snagu 11. 5. 1996.,11.05.1996,,1,,
4380,5076,Odluka o interventnoj potpori zbog oteè?anih uvjeta i poveé?anih troè≠kova poslovanja u poljoprivredi i ribarstvu za razdoblje od 1. srpnja 2008. - 31. prosinca 2008. godine,Odluka stupa na snagu 1. 7. 2008. ,01.07.2008,,1,,
4383,5079,( * djelomiéçno u primjeni) Zakon o podruéçjima posebne drè?avne skrbi,"1. 1. 2019. Zakon prestaje vaè?iti stupanjem na snagu Zakona o stambenom zbrinjavanju na potpomognutim podruéçjima (Nar. novine, br. 106/18), osim éçlanaka 4., 5. i 6. Zakona.",,,1,,
4386,5082,"Uredba o uvjetima, kriterijima, visini i naéçinu ostvarivanja prava dodjele drè?avnih potpora male vrijednosti otoéçnim poslodavcima za oéçuvanje radnih mjesta",Uredba stupa na snagu 20. 7. 2006.,20.07.2006,,1,,
4388,5084,"Pravilnik o uvjetima, kriterijima i naéçinu ostvarivanja prava na besplatni javni otoéçni cestovni prijevoz",Pravilnik stupa na snagu 16. 8. 2007. ,16.08.2007,,1,,
4390,5086,Pravilnik o sastavu i zadaé?ama Povjerenstva za otoke,"Pravilnik stupa na snagu 3. 4. 2003. <br/>
Prestaje vaè?iti Pravilnik o sastavu i zadaé?ama Povjerenstva za otoke (?ØNarodne novine?Æ br. 125/99.).",03.04.2003,,1,,
4391,5087,"Pravilnik o uvjetima i naéçinu subvencioniranja cijene prijevoza ukapljenog naftnog plina na otoke, te postupku obraéçuna neostvarenih prihoda distributerima ukapljenog naftnog plina",Pravilnik stupa na snagu 5. 7. 2008.,05.07.2008,,1,,
4396,5092,Zakon o obnovi i razvoju Grada Vukovara,Zakon stupa na snagu 24. 5. 2001. ,24.05.2001,,1,,
4397,5093,"Odluka o primjeni poticajnih mjera na podruéçju Grada Iloka, Opé?ine Tovarnik i Opé?ine Lovas",Odluka stupa na snagu 13. 3. 2002. ,13.03.2002,,1,,
4398,5094,Pravilnik o koriè≠tenju carinske povlastice pri uvozu inicijalne opreme za obnovu i razvoj Grada Vukovara,Pravilnik stupa na snagu 17. 8. 2001. ,17.08.2001,,1,,
4399,5095,"Naputak o ostvarivanju prava na povrat 50% uplaé?enih doprinosa za mirovinsko i zdravstveno osiguranje koje uplate poslodavci sa sjediè≠tem, odnosno s prebivaliè≠tem na podruéçju Grada Vukovara i Grada Iloka te opé?ina Tovarnik i Lovas",Naputak stupa na snagu 11. 5. 2002. ,11.05.2002,,1,,
4403,5099,Zakon o poticanju razvoja malog gospodarstva,"Zakon stupa na snagu 30. 3. 2002.<br />
Prestaje vaè?iti Zakon o Hrvatskoj garancijskoj agenciji (Narodne novine, br. 29/94, 105/99 i 64/00).",30.03.2002,,1,,
4405,5101,Pravila o radu Hrvatske mreè?e konzultanata,Pravila stupaju na snagu 15. 10. 1997. ,15.10.1997,,1,,
4406,5102,Poslovnik o radu komisije za praé?enje rada Hrvatske mreè?e konzultanata,Poslovnik stupa na snagu 24. 6. 1997.,24.06.1997,,1,,
4407,5103,Pravila o izdavanju certifikata konzultantima i stjecanju statusa licenciranog éçlana Hrvatske mreè?e konzultanata za malo gospodarstvo,Pravila stupaju na snagu 22. 2. 1999. ,22.02.1999,,1,,
4414,5111,Pravilnik minimalnih tehniéçkih uvjeta za projektiranje i gradnju stanova iz Programa druè≠tveno poticane stanogradnje,Pravilnik stupa na snagu 7. 8. 2004. ,07.08.2004,,1,,
4417,5115,Pravilnik o naéçinu i uvjetima ostvarivanja prava na dio troè≠kova programa razvitka ribarstva u uzgojno selekcijskom radu,Pravilnik stupa na snagu 19. 6. 2003.,19.06.2003,,1,,
4422,5121,Zakon o drè?avnoj potpori za obrazovanje i izobrazbu,"Zakon stupa na snagu 1. 11. 2007.<br />
",01.11.2007,,1,,
4423,5122,Pravilnik o sadrè?aju evidencije drè?avne potpore za obrazovanje i izobrazbu,Pravilnik stupa na snagu 30. 1. 2008.,30.01.2008,,1,,
4425,5125,Zakon o sanaciji odreé?enih poduzeé?a,Zakon stupa na snagu 7. 8. 1995. godine.,07.08.1995,,1,,
4428,5128,Zakon o obnovi,"Zakon stupa na snagu 3. 4. 1996. <br/>
Prestaju vaè?iti: <br/>
1. Zakon o financiranju obnove (Narodne novine, br. 33/92), <br/>
2. Zakon o kreditiranju obnove ratom oè≠teé?enih i razruè≠enih objekata (Narodne novine, br. 109/93), <br/>
3. Uredba o podruéçjima na kojima é?e se koristiti sredstva ostvarena prema Zakonu o financiranju obnove te o podruéçjima na kojima é?e se primjenjivati poticajne mjere (Narodne novine, br. 78/93), <br/>
4. Uredba o kreditiranju obnove ratom oè≠teé?enih i razruè≠enih stambenih objekata (Narodne novine, br. 37/95) te <br/>
5. Uredba o organiziranju i financiranju obnove ratom oè≠teé?enih obiteljskih kué?a V. i VI. stupnja oè≠teé?enja (Narodne novine, br. 37/95 i 95/95).
",03.04.1996,,1,,
4429,5129,Pravilnik o prioritetima obnove i potpori za opremanje obiteljskih kué?a i stanova,"Pravilnik stupa na snagu 22. 7. 2000.<br/>
Prestaje vaè?iti Pravilnik o potpori za opremanje obiteljskih kué?a i stanova na kojima su oè≠teé?enja I.É??VI. stupnja (Narodne novine, br. 105/96).",22.07.2000,,1,,
4430,5130,Naputak o naéçinu i postupku otpisa kredita za obnovu stambenih zgrada i stanova,Naputak stupa na snagu 26. 10. 1996.,26.10.1996,,1,,
4432,5132,Zakon o Hrvatskoj banci za obnovu i razvitak,Zakon stupa na snagu 28. 12. 2006.,28.12.2006,,1,,
4434,5134,Odluka o osnivanju Povjerenstva za osiguranje izvoza,Odluka stupa na snagu 3. 12. 2008.,03.12.2008,,1,,
4435,5135,Odluka o osnivanju Posebnog raéçuna za kreditiranje razvitka i obnove poljoprivrede,Odluka stupa na snagu 8. 7. 1996. ,08.07.1996,,1,,
4436,5136,Pravilnik o uvjetima i naéçinu koriè≠tenja sredstava za kreditiranje razvitka i obnove poljoprivrede,Pravilnik stupa na snagu 10. 10. 2001.,10.10.2001,,1,,
4445,5147,Pravilnik o visini kredita koji se odobravaju iz Fonda za dugoroéçno financiranje stanogradnje uz potporu drè?ave,Pravilnik stupa na snagu 26. 3. 1998.,26.03.1998,,1,,
4446,5148,"Pravilnik o uvjetima, mjerilima i postupku odobravanja i subvencioniranja stambenih kredita",Pravilnik stupa na snagu 8. 5. 1998.,08.05.1998,,1,,
4447,5149,Odluka o prijenosu nekretnina u vlasniè≠tvo Fonda za obnovu i razvoj Grada Vukovara,"Odluka stupa na snagu 11. 12. 2003.
<br/> Prestaje vaè?iti Odluka Vlade Republike Hrvatske o prijenosu nekretnina u vlasniè≠tvo Fonda za obnovu i razvoj Grada Vukovara (Narodne novine, broj 18/2003).",11.12.2003,,1,,
4454,5159,Zakon o iznimnim mjerama kontrole cijena,Zakon stupa na snagu 22. 7. 1997.,22.07.1997,,1,,
4455,5160,Uredba o izravnim mjerama kontrole cijena,Uredba stupa na snagu 18. 1. 2001.,18.01.2001,,1,,
4457,5162,Program stalnih drè?avnih robnih zaliha,Program stupa na snagu 12. 3. 1999. ,12.03.1999,,1,,
4472,5179,Ustavna odluka o suverenosti i samostalnosti Republike Hrvatske,Ustavna odluka stupa na snagu 25. 6. 1990. ,25.06.1990,,1,,
4474,5181,Odluka Sabora od 8. 10. 1991. o raskidu drè?avno-pravne sveze,Odluka stupa na snagu 8. 10. 1991.,08.10.1991,,1,,
4475,5182,"Zakon o grbu, zastavi i himni Republike Hrvatske te zastavi i lenti Predsjednika Republike Hrvatske",Zakon stupa na snagu 21. 12. 1990. ,21.12.1990,,1,,
4476,5183,Zakon o odlikovanjima i priznanjima Republike Hrvatske,Zakon stupa na snagu 24. 3. 1995. ,24.03.1995,,1,,
4477,5185,Odluka o osnivanju Odbora za obiljeè?avanje 15. svibnja kao spomendana Bleiburè≠kih è?rtava i è?rtava Kriè?nog puta,Odluka stupa na snagu 8. 5. 1996.,08.05.1996,,1,,
4478,5186,Odluka o proglaè≠enju spomen-tjedna Dani hrvatskoga jezika ,Odluka stupa na snagu 28. 2. 1997. ,28.02.1997,,1,,
4479,5187,"Odluka o proglaè≠enju ""Dana socijalnog partnerstva""",Odluka stupa na snagu 12. 10. 2007.,12.10.2007,,1,,
4480,5188,"Odluka o proglaè≠enju ""Nacionalnog dana oboljelih od epilepsije""",Odluka stupa na snagu 17. 10. 2008.,17.10.2008,,1,,
4481,5189,"Odluka o proglaè≠enju ""Nacionalnog dana djeteta obo??ljelog od maligne bolesti""",Odluka stupa na snagu 10. 3. 2006. ,10.03.2006,,1,,
4483,5191,Odluka o proglaè≠enju Dana hrvatske knjige,Odluka stupa na snagu 12. 4. 1996. ,12.04.1996,,1,,
4484,5192,"Odluka o proglaè≠enju ""Nacionalnog dana zaè≠tite na radu""",Odluka stupa na snagu 1. 6. 2007. ,01.06.2007,,1,,
4485,5193,"Odluka o proglaè≠enju 17. svibnja ""Danom sluè?bi nacionalne sigurnosti""",Odluka stupa na snagu 7. 5. 1997. ,07.05.1997,,1,,
4486,5194,"Odluka o proglaè≠enju ""Nacionalnog dana darivanja i presaé?ivanja organa i tkiva""",Odluka stupa na snagu 26. 5. 2006. ,26.05.2006,,1,,
4487,5195,"Odluka o proglaè≠enju ""Nacionalnog dana borbe protiv nasilja nad è?enama""",Odluka stupa na snagu 15. 10. 2004. ,15.10.2004,,1,,
4488,5196,"Odluka o proglaè≠enju ""Nacionalnog dana borbe protiv raka dojke""",Odluka stupa na snagu 30. 3. 2007. ,30.03.2007,,1,,
4489,5197,"Odluka o proglaè≠enju ""Dana bijelog è≠tapa"" ",Odluka stupa na snagu 16. 7. 1996. ,16.07.1996,,1,,
4490,5198,"Odluka o proglaè≠enju ""Dana kravate u Republici Hrvatskoj""",Odluka stupa na snagu 17. 10. 2008.,17.10.2008,,1,,
4491,5199,Odluka o proglaè≠avanju Dana sjeé?anja na è?rtvu Vukovara 1991.,Odluka stupa na snagu 5. 11. 1999. ,05.11.1999,,1,,
4502,5211,Uredba o Struéçnoj sluè?bi Savjeta za nacionalne manjine,Uredba stupa na snagu 13. 5. 2003. ,13.05.2003,,1,,
4503,5212,Statut Savjeta za nacionalne manjine,Statut stupa na snagu 2. 7. 2003. ,02.07.2003,,1,,
4504,5215,Pravilnik o naknadi troè≠kova i nagradi za rad éçlanovima vijeé?a i predstavnicima nacionalnih manjina,Pravilnik stupa na snagu 9. 3. 2006. ,09.03.2006,,1,,
4506,5217,Zakon o uporabi jezika i pisma nacionalnih manjina u Republici Hrvatskoj,Zakon stupa na snagu 27. 5. 2020.,27.05.2020,,1,,
4507,5218,Zakon o ravnopravnosti spolova,Zakon stupa na snagu 15. 7. 2008.,15.07.2008,,1,,
4508,5219,Zakon o suzbijanju diskriminacije,Zakon stupa na snagu 1. 1. 2009.,01.01.2009,,1,,
4509,5221,Ustavni zakon o Ustavnom sudu Republike Hrvatske,Zakon stupa na snagu 29. 9. 1999.,29.09.1999,,1,,
4512,5224,Poslovnik Ustavnog suda Republike Hrvatske,"Poslovnik stupa na snagu 22. 11. 2003. <br/>
Prestaje vaè?iti Poslovnik Ustavnog suda Republike Hrvatske (Narodne novine, br. 29/94).",22.11.2003,,1,,
